date,Ambagiorgis Sch,Aymba,Chewahit,Gondar A.P.,Maksegnit,Shembekit
01/11/2014,0,,0,0,0,0
02/11/2014,0,,0,0,0,0
03/11/2014,0,,0,0,0,0
04/11/2014,0,,0,0,0,0
05/11/2014,0,,0,0,0,0
06/11/2014,0,,0,0,0,0
07/11/2014,0,,0,0,0,0
08/11/2014,0,,0,0,0,0
09/11/2014,0,,0,0,0,4.1
10/11/2014,0,,0,0,0,5.2
11/11/2014,0,,0,0,0,3.9
12/11/2014,0,,0,0,0,7.6
13/11/2014,0,,0,0,0,0
14/11/2014,0,,0,0,0,0
15/11/2014,0,,0,0,0,0
16/11/2014,0,,0,0,0,0
17/11/2014,0,,0,0,0,0
18/11/2014,0,,0,14.5,0,0
19/11/2014,0,,0,0,1.1,0
20/11/2014,1.4,,0,3.1,0.2,0
21/11/2014,2.8,,0,0,0,0
22/11/2014,6.7,,0,0,0,0
23/11/2014,0,,0,0,0,0
24/11/2014,0,,0,0,0,0
25/11/2014,0,,0,0,0,0
26/11/2014,0,,0,0,0,0
27/11/2014,0,,0,0,0,0
28/11/2014,0,,0,0,0,0
29/11/2014,0,,0,0,0,0
30/11/2014,0,,0,0,0,0
01/12/2014,0,,,0,0,0
02/12/2014,0,,,0,0,0
03/12/2014,0,,,0,0,0
04/12/2014,0,,,0,0,0
05/12/2014,0,,,0,0,0
06/12/2014,0,,,0,0,0
07/12/2014,0,,,0,0,0
08/12/2014,0,,,0,0,0
09/12/2014,0,,,0,0,0
10/12/2014,0,,,0,0,0
11/12/2014,0,,,0,0,0
12/12/2014,0,,,0,0,0
13/12/2014,0,,,0,0,0
14/12/2014,0,,,0,0,0
15/12/2014,0,,,0,0,0
16/12/2014,0,,,0,0,0
17/12/2014,0,,,0,0,0
18/12/2014,0,,,0,0,0
19/12/2014,0,,,0,0,0
20/12/2014,0,,,0,0,0
21/12/2014,0,,,0,0,0
22/12/2014,0,,,0,0,0
23/12/2014,0,,,0,0,0
24/12/2014,0,,,0,0,0
25/12/2014,0,,,0,0,0
26/12/2014,0,,,0,0,0
27/12/2014,0,,,0,0,0
28/12/2014,0,,,0,0,0
29/12/2014,0,,,0,0,0
30/12/2014,0,,,0,0,0
31/12/2014,0,,,0,0,0
